scene_id,qx,qy,qz,qw,x,y,z,width,label
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.7366730600540174,-0.3615538083584529,-0.5033144396913144,-0.2706773375263759,0.2266428317235038,0.0987576576395731,0.1667075265703109,0.0513128675124801,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.6924240703118336,-0.3320821701886935,0.5111741673879566,0.385968016409119,0.1312675812352502,0.2414001312743628,0.161210855916298,0.0261729551523468,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2118693529126712,-0.6800086580210576,0.6407333113726016,0.286636400358132,0.2230882856708433,0.2190904594027495,0.0817433543946962,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2224326263829909,-0.6913519544363512,0.5828330482590813,0.3645021806168376,0.2476685776223914,0.2150326219403705,0.156548638833898,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2213371189387739,-0.6967485982834536,-0.5634539776309238,-0.3847997994565694,0.1498087488989357,0.1568994334302725,0.1811571524653273,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.3178293058456762,-0.7326065895016525,0.2127811319502103,0.563024251032227,0.2180085550835889,0.1985489315110338,0.2429431682452575,0.0628690586652458,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.2331091663578879,-0.8897858770746394,0.0386121355196276,0.3904488602993474,0.2192546186962034,0.1748553700712466,0.2771048201949106,0.0549659655526837,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.095199843781348,-0.8924120235754736,0.3527197477910214,0.2648141790769021,0.2119549993023834,0.2029168110990657,0.2292136490767727,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.9298009177685402,-0.2722656067344258,0.237173345562188,0.0713477179814064,0.142052290068637,0.197237627661563,0.2317731832951196,0.0647003755690201,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.7494398995177135,-0.3741729194308752,-0.4995612503515091,-0.2208461467236687,0.2173530611999315,0.1158817411987374,0.1664245673327757,0.0671876022073231,1
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.1779717157670181,-0.7008337091481902,0.6540681460373214,0.2221554429849399,0.1878311204241017,0.2485271367094648,0.100351793692667,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,0.043294468769073,-0.950197462305166,0.2632529728094944,-0.1610845861955442,0.1696348418332126,0.1949416818730127,0.214108790481925,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.219873108090562,-0.6995846217967474,0.5620536281820185,0.3825348249918264,0.2275861020187472,0.1870090105697822,0.1225856230066448,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_1,-0.2253260043203211,-0.685345288978294,0.5878275650617136,0.3660447792359756,0.2291077220776535,0.2047706762012074,0.0724333176388279,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.0361256597772816,-0.8631125472711116,0.4997842878318034,0.062827805033174,0.1917964326221854,0.230760329145412,0.1701468372448728,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.7366730600540174,-0.3615538083584529,-0.5033144396913144,-0.2706773375263759,0.2266428317235038,0.0987576576395731,0.1667075265703109,0.0513128675124801,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.6924240703118336,-0.3320821701886935,0.5111741673879566,0.385968016409119,0.1312675812352502,0.2414001312743628,0.161210855916298,0.0261729551523468,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.0715280952502949,-0.9008696941662688,0.3924606083214497,0.1711496323063411,0.2035901287143321,0.2189998710169581,0.2444972632053647,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.3178293058456762,-0.7326065895016525,0.2127811319502103,0.563024251032227,0.2180085550835889,0.1985489315110338,0.2429431682452575,0.0628690586652458,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.2256573778831399,-0.6845400463800223,-0.5888510554806929,-0.3657022110518566,0.1136334184670326,0.1111732002757637,0.0982930449948184,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.349975211888636,-0.5938268634023686,0.6898161688097556,0.2214512601315239,0.216601249446353,0.2060066847168205,0.125225532726793,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.2331091663578879,-0.8897858770746394,0.0386121355196276,0.3904488602993474,0.2192546186962034,0.1748553700712466,0.2771048201949106,0.0549659655526837,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.1783884624125944,-0.7047777112984912,0.6482412465418438,0.2263829066356546,0.1710010107035716,0.2165159622472637,0.1137241824969951,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.164674696203584,-0.7047684660945833,-0.6606496908752212,-0.1993129187368953,0.1628797109960654,0.0908643888076195,0.1355052358950036,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.095199843781348,-0.8924120235754736,0.3527197477910214,0.2648141790769021,0.1960557822764418,0.1858595436905843,0.2112196872350476,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.224137630387955,-0.6829603782896474,-0.5177195832725998,-0.4639977127385217,0.128444215880481,0.1527706522754912,0.1318164352751635,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.2211424194092254,-0.6818505674192693,0.6159444453227821,0.3267847522817811,0.2198935038376732,0.2134090327630877,0.1195315851273963,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.9298009177685402,-0.2722656067344258,0.237173345562188,0.0713477179814064,0.142052290068637,0.197237627661563,0.2317731832951196,0.0647003755690201,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,0.7494398995177135,-0.3741729194308752,-0.4995612503515091,-0.2208461467236687,0.2173530611999315,0.1158817411987374,0.1664245673327757,0.0671876022073231,1
dbe5e8fde8dd4507b6d6124efc333bff_c_1,-0.2253260043203211,-0.685345288978294,0.5878275650617136,0.3660447792359756,0.2291077220776535,0.2047706762012074,0.0724333176388279,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.3070845976592703,-0.9495356763888972,0.0034392741073552,0.0637904423776641,0.0991688258025159,0.0929474363647085,0.1430821644707521,0.0478736930881215,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.2511886680856121,-0.6605200569246579,0.6787544307410042,-0.1997746985358215,0.0695181716079474,0.1525905079899306,0.0811954221561369,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.6108191593392197,-0.4181719929919875,-0.4134527962868546,-0.5301782003287375,0.1135717128727429,0.0378060248995778,0.1048612333427103,0.0482187655080502,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.5874368147090655,-0.8085579252042916,-0.0272495829892665,-0.0202368609401128,0.1237345156083153,0.1097715529010521,0.1273558354804999,0.0491142017639146,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.0660801131807214,-0.699636425251488,0.7085372682721127,0.0641656494772269,0.1220918068452177,0.166811109571958,0.0706913235789014,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.4482450399804297,-0.7788168022370181,-0.1148694921687963,-0.4234687384626299,0.0740381565710724,0.0589611284912486,0.1292496268419139,0.0456737678693965,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.7319357247934828,-0.5967957873641951,0.005401203026031,-0.3287487033605775,0.0910426705126802,0.0666429554734051,0.1264171693966509,0.0596634563511662,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.020926032483192,0.6937238911287136,0.7196552483579723,-0.0201392043679539,0.1131240128879498,0.043752091822587,0.0575680807572579,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.8081310987745892,-0.5877599577508801,0.0095288937111535,0.0370345709128737,0.1097278470529046,0.0834457204350966,0.140905507311048,0.0478904330004769,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.3650707883689686,0.6016678446145494,0.67173945647997,-0.2312687329591632,0.1284966982035031,0.0858421015167792,0.0637531098508568,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.2019259768239229,-0.681014635310218,-0.6545149216814143,-0.2589501567355532,0.092279267430284,0.0755061129301912,0.0613086259083629,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.2306745079739586,-0.6778300380403682,-0.5683041968340664,-0.4054208316822802,0.0453242003023314,0.0575427360293998,0.0655242705585622,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.1093167280696374,-0.7048498568206255,-0.6910012301126708,-0.1172767337832556,0.089098021639978,0.0414754803436163,0.0694231551513642,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.0849867735419704,-0.7803634049363827,0.1868199756622051,0.5906847731680531,0.1442002328296947,0.1108517742700161,0.1047488821100262,0.0548778885575123,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.5867641607532431,-0.8084059255082263,0.0309187669578889,0.0350957135350473,0.1066578667974668,0.0905676501752286,0.1255003067880336,0.0510930822928493,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.0001885515933244,-0.9988768752917015,-0.0039981535020845,0.0472119394259205,0.1014741770155591,0.0962310581392539,0.108053018726654,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.3068052365468099,-0.9497051532399304,0.0125906138802762,0.0614177920402057,0.101279541847724,0.0901804647015454,0.1291393892245612,0.0477384753408452,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.0560104201715778,-0.7165599482753633,-0.6927928978387332,0.0586743049726434,0.1148764541397556,0.0538310333141145,0.0894943935319521,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,0.6421364449959355,-0.2454879522410362,0.690381701044153,0.2253210113945578,0.0609086016753042,0.1388269108018035,0.0965632080149983,0.043946608780703,1
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.1951247430395729,-0.6823928922670209,-0.6610149784744572,-0.2435682111228872,0.078840351230079,0.0514937713101395,0.0790018284864173,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_s_2,-0.5223969014519435,0.4636728131218725,0.6838057585985571,-0.2109945123279498,0.1405896779042972,0.0871984613352035,0.0760128105973806,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,-0.530862695766683,0.4512900339982849,0.6868909675796144,-0.2066468052370963,0.1806745212128915,0.0698724783904639,0.0771999833735126,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.3070845976592703,-0.9495356763888972,0.0034392741073552,0.0637904423776641,0.0991688258025159,0.0929474363647085,0.1430821644707521,0.0478736930881215,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.6108191593392197,-0.4181719929919875,-0.4134527962868546,-0.5301782003287375,0.1135717128727429,0.0378060248995778,0.1048612333427103,0.0482187655080502,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.5874368147090655,-0.8085579252042916,-0.0272495829892665,-0.0202368609401128,0.1237345156083153,0.1097715529010521,0.1273558354804999,0.0491142017639146,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.4482450399804297,-0.7788168022370181,-0.1148694921687963,-0.4234687384626299,0.0740381565710724,0.0589611284912486,0.1292496268419139,0.0456737678693965,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.7319357247934828,-0.5967957873641951,0.005401203026031,-0.3287487033605775,0.0910426705126802,0.0666429554734051,0.1264171693966509,0.0596634563511662,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.2030083846072832,-0.6817278745753237,0.6519844191656646,-0.2625852584806773,0.0720999753793258,0.1508631236848205,0.0742397229040415,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.8081310987745892,-0.5877599577508801,0.0095288937111535,0.0370345709128737,0.1097278470529046,0.0834457204350966,0.140905507311048,0.0478904330004769,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.1533299517674849,-0.6938529378756901,0.6819082657383353,-0.173375729587478,0.0947938403009275,0.1350771997311222,0.0814030222130783,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,-0.3650707883689686,0.6016678446145494,0.67173945647997,-0.2312687329591632,0.1284966982035031,0.0858421015167792,0.0637531098508568,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.2102547373039155,-0.6752598585683885,-0.6510898510841466,0.2754978668931671,0.1602172662288717,0.0394567946738152,0.0912700279701176,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.5867641607532431,-0.8084059255082263,0.0309187669578889,0.0350957135350473,0.1066578667974668,0.0905676501752286,0.1255003067880336,0.0510930822928493,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,-0.0279528398464567,-0.971117044537046,-0.1771126971766791,-0.1574211455076902,0.0943052596590142,0.086839638158754,0.1049181572644989,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.3068052365468099,-0.9497051532399304,0.0125906138802762,0.0614177920402057,0.101279541847724,0.0901804647015454,0.1291393892245612,0.0477384753408452,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,-0.4410627803063356,0.5420418707754474,0.6775273221799518,-0.2293707955568057,0.1692558430017507,0.065134780226582,0.087703284093021,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.0560104201715778,-0.7165599482753633,-0.6927928978387332,0.0586743049726434,0.1148764541397556,0.0538310333141145,0.0894943935319521,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.0142339878385081,-0.6894814963389724,0.7240367403138758,-0.0135446842725141,0.1075563672017681,0.1524467579151355,0.064766663879995,0.08,0
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.6421364449959355,-0.2454879522410362,0.690381701044153,0.2253210113945578,0.0609086016753042,0.1388269108018035,0.0965632080149983,0.043946608780703,1
dbe5e8fde8dd4507b6d6124efc333bff_c_2,0.0073535435848946,-0.7414599882305893,0.0147817181122593,-0.6707939415792968,0.0824468658258424,0.0987948269859235,0.0616205026486501,0.08,0